Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
Q,0.0244,0.953452,65
R,0.0244,0.953452,32
H,0.0245,0.953325,67
M,0.0245,0.953325,28
Q,0.0245,0.953325,75
R,0.0245,0.953325,28
H,0.0246,0.953082,71
M,0.0246,0.953082,37
Q,0.0246,0.953082,55
R,0.0246,0.953082,32
H,0.0247,0.952965,68
M,0.0247,0.952965,30
Q,0.0247,0.952965,61
R,0.0247,0.952965,35
H,0.0248,0.952791,61
M,0.0248,0.952791,31
Q,0.0248,0.952791,69
R,0.0248,0.952791,26
H,0.0249,0.952656,58
M,0.0249,0.952656,42
Q,0.0249,0.952656,63
R,0.0249,0.952656,26
H,0.0250,0.952446,70
M,0.0250,0.952446,28
Q,0.0250,0.952446,51
R,0.0250,0.952446,32
H,0.0251,0.952168,63
M,0.0251,0.952168,33
Q,0.0251,0.952168,55
R,0.0251,0.952168,27
H,0.0252,0.952051,68
M,0.0252,0.952051,36
Q,0.0252,0.952051,60
R,0.0252,0.952051,40
H,0.0253,0.951906,60
M,0.0253,0.951906,35
Q,0.0253,0.951906,75
R,0.0253,0.951906,27
H,0.0254,0.951803,61
M,0.0254,0.951803,35
Q,0.0254,0.951803,57
R,0.0254,0.951803,34
H,0.0255,0.951555,72
M,0.0255,0.951555,39
Q,0.0255,0.951555,53
R,0.0255,0.951555,34
H,0.0256,0.951429,62
M,0.0256,0.951429,32
Q,0.0256,0.951429,55
R,0.0256,0.951429,36
H,0.0257,0.951147,67
M,0.0257,0.951147,34
Q,0.0257,0.951147,65
R,0.0257,0.951147,38
H,0.0258,0.950969,89
M,0.0258,0.950969,29
Q,0.0258,0.950969,63
R,0.0258,0.950969,30
H,0.0259,0.950751,57
M,0.0259,0.950751,39
Q,0.0259,0.950751,61
R,0.0259,0.950751,35
H,0.0260,0.950580,66
M,0.0260,0.950580,40
Q,0.0260,0.950580,65
R,0.0260,0.950580,35
H,0.0261,0.950391,78
M,0.0261,0.950391,33
Q,0.0261,0.950391,70
R,0.0261,0.950391,29
H,0.0262,0.950234,72
M,0.0262,0.950234,36
Q,0.0262,0.950234,60
R,0.0262,0.950234,40
H,0.0263,0.950125,71
M,0.0263,0.950125,29
Q,0.0263,0.950125,73
R,0.0263,0.950125,30
H,0.0264,0.949944,75
M,0.0264,0.949944,34
Q,0.0264,0.949944,57
R,0.0264,0.949944,37
H,0.0265,0.949759,71
M,0.0265,0.949759,34
Q,0.0265,0.949759,72
R,0.0265,0.949759,28
H,0.0266,0.949560,74
M,0.0266,0.949560,30
Q,0.0266,0.949560,69
R,0.0266,0.949560,31
H,0.0267,0.949323,64
M,0.0267,0.949323,33
Q,0.0267,0.949323,51
R,0.0267,0.949323,39
H,0.0268,0.949124,79
M,0.0268,0.949124,33
Q,0.0268,0.949124,55
R,0.0268,0.949124,31
H,0.0269,0.948992,72
M,0.0269,0.948992,47
Q,0.0269,0.948992,64
R,0.0269,0.948992,39
H,0.0270,0.948840,68
M,0.0270,0.948840,29
Q,0.0270,0.948840,60
R,0.0270,0.948840,29
H,0.0271,0.948721,88
M,0.0271,0.948721,43
Q,0.0271,0.948721,77
R,0.0271,0.948721,42
H,0.0272,0.948441,98
M,0.0272,0.948441,42
Q,0.0272,0.948441,75
R,0.0272,0.948441,49
H,0.0273,0.948346,86
M,0.0273,0.948346,42
Q,0.0273,0.948346,71
R,0.0273,0.948346,40
H,0.0274,0.948165,84
M,0.0274,0.948165,48
Q,0.0274,0.948165,85
R,0.0274,0.948165,38
H,0.0275,0.947935,92
M,0.0275,0.947935,39
Q,0.0275,0.947935,65
R,0.0275,0.947935,30
H,0.0276,0.947780,66
M,0.0276,0.947780,35
Q,0.0276,0.947780,58
R,0.0276,0.947780,36
H,0.0277,0.947561,88
M,0.0277,0.947561,45
Q,0.0277,0.947561,81
R,0.0277,0.947561,49
H,0.0278,0.947448,83
M,0.0278,0.947448,34
Q,0.0278,0.947448,56
R,0.0278,0.947448,27
H,0.0279,0.947257,68
M,0.0279,0.947257,38
Q,0.0279,0.947257,64
R,0.0279,0.947257,30
H,0.0280,0.946978,70
M,0.0280,0.946978,37
Q,0.0280,0.946978,55
R,0.0280,0.946978,34
H,0.0281,0.946833,76
M,0.0281,0.946833,33
Q,0.0281,0.946833,65
R,0.0281,0.946833,27
H,0.0282,0.946720,59
M,0.0282,0.946720,28
Q,0.0282,0.946720,53
R,0.0282,0.946720,42
H,0.0283,0.946461,82
M,0.0283,0.946461,31
Q,0.0283,0.946461,69
R,0.0283,0.946461,33
H,0.0284,0.946368,65
M,0.0284,0.946368,38
Q,0.0284,0.946368,71
R,0.0284,0.946368,31
H,0.0285,0.946265,58
M,0.0285,0.946265,29
Q,0.0285,0.946265,76
R,0.0285,0.946265,42
H,0.0286,0.945974,74
M,0.0286,0.945974,28
Q,0.0286,0.945974,63
R,0.0286,0.945974,37
H,0.0287,0.945776,62
M,0.0287,0.945776,31
Q,0.0287,0.945776,64
R,0.0287,0.945776,41
H,0.0288,0.945629,62
M,0.0288,0.945629,47
Q,0.0288,0.945629,75
R,0.0288,0.945629,42
H,0.0289,0.945462,72
M,0.0289,0.945462,35
Q,0.0289,0.945462,65
R,0.0289,0.945462,33
H,0.0290,0.945215,72
M,0.0290,0.945215,38
Q,0.0290,0.945215,63
R,0.0290,0.945215,36
H,0.0291,0.945041,87
M,0.0291,0.945041,35
Q,0.0291,0.945041,58
R,0.0291,0.945041,34
H,0.0292,0.944801,74
M,0.0292,0.944801,37
Q,0.0292,0.944801,68
R,0.0292,0.944801,44
H,0.0293,0.944678,81
M,0.0293,0.944678,37
Q,0.0293,0.944678,71
R,0.0293,0.944678,33
H,0.0294,0.944540,77
M,0.0294,0.944540,46
Q,0.0294,0.944540,66
R,0.0294,0.944540,40
H,0.0295,0.944409,70
M,0.0295,0.944409,34
Q,0.0295,0.944409,72
R,0.0295,0.944409,32
H,0.0296,0.944187,81
M,0.0296,0.944187,35
Q,0.0296,0.944187,65
R,0.0296,0.944187,34
H,0.0297,0.944010,71
M,0.0297,0.944010,35
Q,0.0297,0.944010,66
R,0.0297,0.944010,42
H,0.0298,0.943808,79
M,0.0298,0.943808,44
Q,0.0298,0.943808,69
R,0.0298,0.943808,41
H,0.0299,0.943538,94
M,0.0299,0.943538,43
Q,0.0299,0.943538,69
R,0.0299,0.943538,38
H,0.0300,0.943489,87
M,0.0300,0.943489,37
Q,0.0300,0.943489,74
R,0.0300,0.943489,35
H,0.0301,0.943212,89
M,0.0301,0.943212,38
Q,0.0301,0.943212,63
R,0.0301,0.943212,36
H,0.0302,0.943112,73
M,0.0302,0.943112,42
Q,0.0302,0.943112,65
R,0.0302,0.943112,42
H,0.0303,0.942964,78
M,0.0303,0.942964,37
Q,0.0303,0.942964,71
R,0.0303,0.942964,33
H,0.0304,0.942748,75
M,0.0304,0.942748,50
Q,0.0304,0.942748,77
R,0.0304,0.942748,44
H,0.0305,0.942568,73
M,0.0305,0.942568,45
Q,0.0305,0.942568,65
R,0.0305,0.942568,38
H,0.0306,0.942464,83
M,0.0306,0.942464,43
Q,0.0306,0.942464,70
R,0.0306,0.942464,41
H,0.0307,0.942173,72
M,0.0307,0.942173,35
Q,0.0307,0.942173,66
R,0.0307,0.942173,51
H,0.0308,0.942071,71
M,0.0308,0.942071,38
Q,0.0308,0.942071,61
R,0.0308,0.942071,41
H,0.0309,0.941789,84
M,0.0309,0.941789,37
Q,0.0309,0.941789,63
R,0.0309,0.941789,40
H,0.0310,0.941658,67
M,0.0310,0.941658,35
Q,0.0310,0.941658,79
R,0.0310,0.941658,47
H,0.0311,0.941479,94
M,0.0311,0.941479,46
Q,0.0311,0.941479,79
R,0.0311,0.941479,40
H,0.0312,0.941352,98
M,0.0312,0.941352,50
Q,0.0312,0.941352,78
R,0.0312,0.941352,44
H,0.0313,0.941135,105
M,0.0313,0.941135,46
Q,0.0313,0.941135,77
R,0.0313,0.941135,46
H,0.0314,0.941028,93
M,0.0314,0.941028,52
Q,0.0314,0.941028,86
R,0.0314,0.941028,43
H,0.0315,0.940806,100
M,0.0315,0.940806,45
Q,0.0315,0.940806,78
R,0.0315,0.940806,32
H,0.0316,0.940654,81
M,0.0316,0.940654,37
Q,0.0316,0.940654,69
R,0.0316,0.940654,37
H,0.0317,0.940490,69
M,0.0317,0.940490,36
Q,0.0317,0.940490,62
R,0.0317,0.940490,42
H,0.0318,0.940301,73
M,0.0318,0.940301,37
Q,0.0318,0.940301,64
R,0.0318,0.940301,31
H,0.0319,0.940127,80
M,0.0319,0.940127,41
Q,0.0319,0.940127,65
R,0.0319,0.940127,33
H,0.0320,0.939963,75
M,0.0320,0.939963,35
Q,0.0320,0.939963,64
R,0.0320,0.939963,33
H,0.0321,0.939791,79
M,0.0321,0.939791,42
Q,0.0321,0.939791,65
R,0.0321,0.939791,42
H,0.0322,0.939514,68
M,0.0322,0.939514,32
Q,0.0322,0.939514,73
R,0.0322,0.939514,43
H,0.0323,0.939425,77
M,0.0323,0.939425,39
Q,0.0323,0.939425,67
R,0.0323,0.939425,31
H,0.0324,0.939212,76
M,0.0324,0.939212,47
Q,0.0324,0.939212,70
R,0.0324,0.939212,33
H,0.0325,0.938994,69
M,0.0325,0.938994,43
Q,0.0325,0.938994,62
R,0.0325,0.938994,35
H,0.0326,0.938965,83
M,0.0326,0.938965,37
Q,0.0326,0.938965,75
R,0.0326,0.938965,32
H,0.0327,0.938737,71
M,0.0327,0.938737,32
Q,0.0327,0.938737,69
R,0.0327,0.938737,43
H,0.0328,0.938539,71
M,0.0328,0.938539,31
Q,0.0328,0.938539,78
R,0.0328,0.938539,31
H,0.0329,0.938268,80
M,0.0329,0.938268,37
Q,0.0329,0.938268,67
R,0.0329,0.938268,33
H,0.0330,0.938212,79
M,0.0330,0.938212,33
Q,0.0330,0.938212,66
R,0.0330,0.938212,31
H,0.0331,0.937952,82
M,0.0331,0.937952,36
Q,0.0331,0.937952,62
R,0.0331,0.937952,33
H,0.0332,0.937735,68
M,0.0332,0.937735,40
Q,0.0332,0.937735,71
R,0.0332,0.937735,39
H,0.0333,0.937682,75
M,0.0333,0.937682,37
Q,0.0333,0.937682,62
R,0.0333,0.937682,32
H,0.0334,0.937507,82
M,0.0334,0.937507,37
Q,0.0334,0.937507,73
R,0.0334,0.937507,37
H,0.0335,0.937328,72
M,0.0335,0.937328,40
Q,0.0335,0.937328,75
R,0.0335,0.937328,31
H,0.0336,0.937134,78
M,0.0336,0.937134,40
Q,0.0336,0.937134,68
R,0.0336,0.937134,38
H,0.0337,0.936880,79
M,0.0337,0.936880,34
Q,0.0337,0.936880,74
R,0.0337,0.936880,36
H,0.0338,0.936830,81
M,0.0338,0.936830,44
Q,0.0338,0.936830,63
R,0.0338,0.936830,33
H,0.0339,0.936449,76
M,0.0339,0.936449,40
Q,0.0339,0.936449,62
R,0.0339,0.936449,34
H,0.0340,0.936460,80
M,0.0340,0.936460,36
Q,0.0340,0.936460,61
R,0.0340,0.936460,44
H,0.0341,0.936232,97
M,0.0341,0.936232,42
Q,0.0341,0.936232,68
R,0.0341,0.936232,31
H,0.0342,0.936080,80
M,0.0342,0.936080,44
Q,0.0342,0.936080,70
R,0.0342,0.936080,42
H,0.0343,0.935856,81
M,0.0343,0.935856,39
Q,0.0343,0.935856,75
R,0.0343,0.935856,33
H,0.0344,0.935701,77
M,0.0344,0.935701,41
Q,0.0344,0.935701,70
R,0.0344,0.935701,37
H,0.0345,0.935540,74
M,0.0345,0.935540,37
Q,0.0345,0.935540,72
R,0.0345,0.935540,45
H,0.0346,0.935353,83
M,0.0346,0.935353,39
Q,0.0346,0.935353,69
R,0.0346,0.935353,41
H,0.0347,0.935153,95
M,0.0347,0.935153,42
Q,0.0347,0.935153,72
R,0.0347,0.935153,50
H,0.0348,0.935022,75
M,0.0348,0.935022,36
Q,0.0348,0.935022,72
R,0.0348,0.935022,34
H,0.0349,0.934951,79
M,0.0349,0.934951,50
Q,0.0349,0.934951,71
R,0.0349,0.934951,36
H,0.0350,0.934656,72
M,0.0350,0.934656,35
Q,0.0350,0.934656,66
R,0.0350,0.934656,35
H,0.0351,0.934495,83
M,0.0351,0.934495,37
Q,0.0351,0.934495,67
R,0.0351,0.934495,35
H,0.0352,0.934309,76
M,0.0352,0.934309,37
Q,0.0352,0.934309,72
R,0.0352,0.934309,39
H,0.0353,0.934061,79
M,0.0353,0.934061,41
Q,0.0353,0.934061,57
R,0.0353,0.934061,32
H,0.0354,0.934003,81
M,0.0354,0.934003,40
Q,0.0354,0.934003,72
R,0.0354,0.934003,32
H,0.0355,0.933756,75
M,0.0355,0.933756,41
Q,0.0355,0.933756,72
R,0.0355,0.933756,40
H,0.0356,0.933626,74
M,0.0356,0.933626,33
Q,0.0356,0.933626,75
R,0.0356,0.933626,34
H,0.0357,0.933472,77
M,0.0357,0.933472,37
Q,0.0357,0.933472,63
R,0.0357,0.933472,42
H,0.0358,0.933209,85
M,0.0358,0.933209,32
Q,0.0358,0.933209,67
R,0.0358,0.933209,29
H,0.0359,0.933131,85
M,0.0359,0.933131,42
Q,0.0359,0.933131,63
R,0.0359,0.933131,37
H,0.0360,0.932953,85
M,0.0360,0.932953,33
Q,0.0360,0.932953,67
R,0.0360,0.932953,31
H,0.0361,0.932753,80
M,0.0361,0.932753,39
Q,0.0361,0.932753,69
R,0.0361,0.932753,37
H,0.0362,0.932587,77
M,0.0362,0.932587,35
Q,0.0362,0.932587,69
R,0.0362,0.932587,47
H,0.0363,0.932411,75
M,0.0363,0.932411,39
Q,0.0363,0.932411,70
R,0.0363,0.932411,41
H,0.0364,0.932218,71
M,0.0364,0.932218,40
Q,0.0364,0.932218,79
R,0.0364,0.932218,36
H,0.0365,0.932140,74
M,0.0365,0.932140,37
Q,0.0365,0.932140,65
R,0.0365,0.932140,39
H,0.0366,0.931884,92
M,0.0366,0.931884,39
Q,0.0366,0.931884,66
R,0.0366,0.931884,40
H,0.0367,0.931754,80
M,0.0367,0.931754,34
Q,0.0367,0.931754,68
R,0.0367,0.931754,46
H,0.0368,0.931617,76
M,0.0368,0.931617,42
Q,0.0368,0.931617,68
R,0.0368,0.931617,35
H,0.0369,0.931485,81
M,0.0369,0.931485,41
Q,0.0369,0.931485,64
R,0.0369,0.931485,36
H,0.0370,0.931196,76
M,0.0370,0.931196,34
Q,0.0370,0.931196,74
R,0.0370,0.931196,38
H,0.0371,0.931101,89
M,0.0371,0.931101,34
Q,0.0371,0.931101,72
R,0.0371,0.931101,38
H,0.0372,0.930991,78
M,0.0372,0.930991,46
Q,0.0372,0.930991,66
R,0.0372,0.930991,48
H,0.0373,0.930755,89
M,0.0373,0.930755,40
Q,0.0373,0.930755,68
R,0.0373,0.930755,33
H,0.0374,0.930576,80
M,0.0374,0.930576,43
Q,0.0374,0.930576,67
R,0.0374,0.930576,35
H,0.0375,0.930447,74
M,0.0375,0.930447,42
Q,0.0375,0.930447,72
R,0.0375,0.930447,36
H,0.0376,0.930112,82
M,0.0376,0.930112,34
Q,0.0376,0.930112,68
R,0.0376,0.930112,35
H,0.0377,0.930032,85
M,0.0377,0.930032,41
Q,0.0377,0.930032,66
R,0.0377,0.930032,42
H,0.0378,0.929847,80
M,0.0378,0.929847,37
Q,0.0378,0.929847,60
R,0.0378,0.929847,37
H,0.0379,0.929739,83
M,0.0379,0.929739,46
Q,0.0379,0.929739,69
R,0.0379,0.929739,36
H,0.0380,0.929467,71
M,0.0380,0.929467,35
Q,0.0380,0.929467,69
R,0.0380,0.929467,35
H,0.0381,0.929231,78
M,0.0381,0.929231,34
Q,0.0381,0.929231,66
R,0.0381,0.929231,34
H,0.0382,0.929208,81
M,0.0382,0.929208,41
Q,0.0382,0.929208,63
R,0.0382,0.929208,37
H,0.0383,0.928888,86
M,0.0383,0.928888,43
Q,0.0383,0.928888,70
R,0.0383,0.928888,38
H,0.0384,0.928980,93
M,0.0384,0.928980,40
Q,0.0384,0.928980,69
R,0.0384,0.928980,42
H,0.0385,0.928568,82
M,0.0385,0.928568,44
Q,0.0385,0.928568,72
R,0.0385,0.928568,32
H,0.0386,0.928424,86
M,0.0386,0.928424,42
Q,0.0386,0.928424,64
R,0.0386,0.928424,36
H,0.0387,0.928207,88
M,0.0387,0.928207,35
Q,0.0387,0.928207,64
R,0.0387,0.928207,39
H,0.0388,0.928040,74
M,0.0388,0.928040,35
Q,0.0388,0.928040,70
R,0.0388,0.928040,33
H,0.0389,0.928066,78
M,0.0389,0.928066,47
Q,0.0389,0.928066,60
R,0.0389,0.928066,31
H,0.0390,0.927778,61
M,0.0390,0.927778,30
Q,0.0390,0.927778,62
R,0.0390,0.927778,33
H,0.0391,0.927622,77
M,0.0391,0.927622,45
Q,0.0391,0.927622,74
R,0.0391,0.927622,30
H,0.0392,0.927384,82
M,0.0392,0.927384,34
Q,0.0392,0.927384,52
R,0.0392,0.927384,46
H,0.0393,0.927356,72
M,0.0393,0.927356,35
Q,0.0393,0.927356,68
R,0.0393,0.927356,44
H,0.0394,0.927265,69
M,0.0394,0.927265,51
Q,0.0394,0.927265,60
R,0.0394,0.927265,26
H,0.0395,0.926850,70
M,0.0395,0.926850,31
Q,0.0395,0.926850,62
R,0.0395,0.926850,27
H,0.0396,0.926731,70
M,0.0396,0.926731,37
Q,0.0396,0.926731,65
R,0.0396,0.926731,26
H,0.0397,0.926601,68
M,0.0397,0.926601,41
Q,0.0397,0.926601,59
R,0.0397,0.926601,34
H,0.0398,0.926466,73
M,0.0398,0.926466,38
Q,0.0398,0.926466,66
R,0.0398,0.926466,34
H,0.0399,0.926392,70
M,0.0399,0.926392,42
Q,0.0399,0.926392,59
R,0.0399,0.926392,28
H,0.0400,0.926019,78
M,0.0400,0.926019,36
Q,0.0400,0.926019,66
R,0.0400,0.926019,27
H,0.0401,0.925948,69
M,0.0401,0.925948,33
Q,0.0401,0.925948,61
R,0.0401,0.925948,37
H,0.0402,0.925720,71
M,0.0402,0.925720,34
Q,0.0402,0.925720,65
R,0.0402,0.925720,40
H,0.0403,0.925603,67
M,0.0403,0.925603,36
Q,0.0403,0.925603,71
R,0.0403,0.925603,27
H,0.0404,0.925343,73
M,0.0404,0.925343,41
Q,0.0404,0.925343,55
R,0.0404,0.925343,31
H,0.0405,0.925241,77
M,0.0405,0.925241,37
Q,0.0405,0.925241,65
R,0.0405,0.925241,35
H,0.0406,0.925118,70
M,0.0406,0.925118,32
Q,0.0406,0.925118,61
R,0.0406,0.925118,41
H,0.0407,0.924911,71
M,0.0407,0.924911,32
Q,0.0407,0.924911,61
R,0.0407,0.924911,41
H,0.0408,0.924757,76
M,0.0408,0.924757,37
Q,0.0408,0.924757,62
R,0.0408,0.924757,29
H,0.0409,0.924550,72
M,0.0409,0.924550,41
Q,0.0409,0.924550,66
R,0.0409,0.924550,29
H,0.0410,0.924307,61
M,0.0410,0.924307,37
Q,0.0410,0.924307,58
R,0.0410,0.924307,38
H,0.0411,0.924158,70
M,0.0411,0.924158,37
Q,0.0411,0.924158,60
R,0.0411,0.924158,28
H,0.0412,0.923924,60
M,0.0412,0.923924,39
Q,0.0412,0.923924,59
R,0.0412,0.923924,40
H,0.0413,0.923864,78
M,0.0413,0.923864,34
Q,0.0413,0.923864,73
R,0.0413,0.923864,40
H,0.0414,0.923609,108
M,0.0414,0.923609,45
Q,0.0414,0.923609,76
R,0.0414,0.923609,40
H,0.0415,0.923493,73
M,0.0415,0.923493,37
Q,0.0415,0.923493,59
R,0.0415,0.923493,30
H,0.0416,0.923404,76
M,0.0416,0.923404,36
Q,0.0416,0.923404,65
R,0.0416,0.923404,32
H,0.0417,0.923245,76
M,0.0417,0.923245,33
Q,0.0417,0.923245,72
R,0.0417,0.923245,37
H,0.0418,0.923009,90
M,0.0418,0.923009,36
Q,0.0418,0.923009,61
R,0.0418,0.923009,44
H,0.0419,0.922921,79
M,0.0419,0.922921,43
Q,0.0419,0.922921,84
R,0.0419,0.922921,27
H,0.0420,0.922670,73
M,0.0420,0.922670,40
Q,0.0420,0.922670,58
R,0.0420,0.922670,55
H,0.0421,0.922534,81
M,0.0421,0.922534,40
Q,0.0421,0.922534,78
R,0.0421,0.922534,33
H,0.0422,0.922408,82
M,0.0422,0.922408,38
Q,0.0422,0.922408,74
R,0.0422,0.922408,34
H,0.0423,0.922172,80
M,0.0423,0.922172,35
Q,0.0423,0.922172,72
R,0.0423,0.922172,68
H,0.0424,0.922122,127
M,0.0424,0.922122,41
Q,0.0424,0.922122,59
R,0.0424,0.922122,34
H,0.0425,0.921814,88
M,0.0425,0.921814,42
Q,0.0425,0.921814,84
R,0.0425,0.921814,34
H,0.0426,0.921663,93
M,0.0426,0.921663,43
Q,0.0426,0.921663,73
R,0.0426,0.921663,40
H,0.0427,0.921263,68
M,0.0427,0.921263,45
Q,0.0427,0.921263,63
R,0.0427,0.921263,41
H,0.0428,0.921180,77
M,0.0428,0.921180,37
Q,0.0428,0.921180,61
R,0.0428,0.921180,32
H,0.0429,0.921130,82
M,0.0429,0.921130,38
Q,0.0429,0.921130,68
R,0.0429,0.921130,30
H,0.0430,0.920973,77
M,0.0430,0.920973,37
Q,0.0430,0.920973,70
R,0.0430,0.920973,42
H,0.0431,0.920990,72
M,0.0431,0.920990,35
Q,0.0431,0.920990,70
R,0.0431,0.920990,40
H,0.0432,0.920643,83
M,0.0432,0.920643,50
Q,0.0432,0.920643,66
R,0.0432,0.920643,41
H,0.0433,0.920413,73
M,0.0433,0.920413,37
Q,0.0433,0.920413,73
R,0.0433,0.920413,39
H,0.0434,0.920257,82
M,0.0434,0.920257,44
Q,0.0434,0.920257,77
R,0.0434,0.920257,34
H,0.0435,0.920187,83
M,0.0435,0.920187,40
Q,0.0435,0.920187,83
R,0.0435,0.920187,38
H,0.0436,0.920020,96
M,0.0436,0.920020,40
Q,0.0436,0.920020,72
R,0.0436,0.920020,35
H,0.0437,0.919744,86
M,0.0437,0.919744,44
Q,0.0437,0.919744,66
R,0.0437,0.919744,38
H,0.0438,0.919621,88
M,0.0438,0.919621,36
Q,0.0438,0.919621,76
R,0.0438,0.919621,34
H,0.0439,0.919403,83
M,0.0439,0.919403,50
Q,0.0439,0.919403,71
R,0.0439,0.919403,34
H,0.0440,0.919234,65
M,0.0440,0.919234,40
Q,0.0440,0.919234,84
R,0.0440,0.919234,29
H,0.0441,0.919119,89
M,0.0441,0.919119,37
Q,0.0441,0.919119,62
R,0.0441,0.919119,55
H,0.0442,0.918833,91
M,0.0442,0.918833,42
Q,0.0442,0.918833,67
R,0.0442,0.918833,43
H,0.0443,0.918705,86
M,0.0443,0.918705,78
Q,0.0443,0.918705,71
R,0.0443,0.918705,34
H,0.0444,0.918678,73
M,0.0444,0.918678,42
Q,0.0444,0.918678,79
R,0.0444,0.918678,36
H,0.0445,0.918616,92
M,0.0445,0.918616,40
Q,0.0445,0.918616,76
R,0.0445,0.918616,51
H,0.0446,0.918325,77
M,0.0446,0.918325,32
Q,0.0446,0.918325,71
R,0.0446,0.918325,41
H,0.0447,0.918063,83
M,0.0447,0.918063,52
Q,0.0447,0.918063,66
R,0.0447,0.918063,41
H,0.0448,0.918124,75
M,0.0448,0.918124,41
Q,0.0448,0.918124,75
R,0.0448,0.918124,30
H,0.0449,0.917753,100
M,0.0449,0.917753,39
Q,0.0449,0.917753,73
R,0.0449,0.917753,41
H,0.0450,0.917392,75
M,0.0450,0.917392,41
Q,0.0450,0.917392,66
R,0.0450,0.917392,37
H,0.0451,0.917379,77
M,0.0451,0.917379,33
Q,0.0451,0.917379,74
R,0.0451,0.917379,28
H,0.0452,0.917238,72
M,0.0452,0.917238,32
Q,0.0452,0.917238,76
R,0.0452,0.917238,42
H,0.0453,0.917086,75
M,0.0453,0.917086,38
Q,0.0453,0.917086,57
R,0.0453,0.917086,32
H,0.0454,0.917021,75
M,0.0454,0.917021,46
Q,0.0454,0.917021,58
R,0.0454,0.917021,34
H,0.0455,0.916724,75
M,0.0455,0.916724,36
Q,0.0455,0.916724,61
R,0.0455,0.916724,33
H,0.0456,0.916718,79
M,0.0456,0.916718,42
Q,0.0456,0.916718,63
R,0.0456,0.916718,32
H,0.0457,0.916401,78
M,0.0457,0.916401,39
Q,0.0457,0.916401,66
R,0.0457,0.916401,36
H,0.0458,0.916280,85
M,0.0458,0.916280,52
Q,0.0458,0.916280,59
R,0.0458,0.916280,34
H,0.0459,0.916022,80
M,0.0459,0.916022,50
Q,0.0459,0.916022,65
R,0.0459,0.916022,42
H,0.0460,0.915974,71
M,0.0460,0.915974,34
Q,0.0460,0.915974,54
R,0.0460,0.915974,38
H,0.0461,0.915782,82
M,0.0461,0.915782,39
Q,0.0461,0.915782,60
R,0.0461,0.915782,28
H,0.0462,0.915781,82
M,0.0462,0.915781,37
Q,0.0462,0.915781,61
R,0.0462,0.915781,36
H,0.0463,0.915510,74
M,0.0463,0.915510,39
Q,0.0463,0.915510,57
R,0.0463,0.915510,32
H,0.0464,0.915097,69
M,0.0464,0.915097,43
Q,0.0464,0.915097,67
R,0.0464,0.915097,39
H,0.0465,0.915170,83
M,0.0465,0.915170,35
Q,0.0465,0.915170,69
R,0.0465,0.915170,32
H,0.0466,0.914925,76
M,0.0466,0.914925,36
Q,0.0466,0.914925,73
R,0.0466,0.914925,32
H,0.0467,0.914807,84
M,0.0467,0.914807,44
Q,0.0467,0.914807,65
R,0.0467,0.914807,36
H,0.0468,0.914699,73
M,0.0468,0.914699,40
Q,0.0468,0.914699,58
R,0.0468,0.914699,33
H,0.0469,0.914425,79
M,0.0469,0.914425,44
Q,0.0469,0.914425,60
R,0.0469,0.914425,31
H,0.0470,0.914216,77
M,0.0470,0.914216,36
Q,0.0470,0.914216,75
R,0.0470,0.914216,27
H,0.0471,0.914140,64
M,0.0471,0.914140,38
Q,0.0471,0.914140,57
R,0.0471,0.914140,27
H,0.0472,0.913920,64
M,0.0472,0.913920,34
Q,0.0472,0.913920,74
R,0.0472,0.913920,38
H,0.0473,0.913819,78
M,0.0473,0.913819,32
Q,0.0473,0.913819,64
R,0.0473,0.913819,33
H,0.0474,0.913660,105
M,0.0474,0.913660,48
Q,0.0474,0.913660,63
R,0.0474,0.913660,29
H,0.0475,0.913537,65
M,0.0475,0.913537,32
Q,0.0475,0.913537,79
R,0.0475,0.913537,34
H,0.0476,0.913164,81
M,0.0476,0.913164,37
Q,0.0476,0.913164,60
R,0.0476,0.913164,37
H,0.0477,0.913122,73
M,0.0477,0.913122,35
Q,0.0477,0.913122,63
R,0.0477,0.913122,39
H,0.0478,0.913041,74
M,0.0478,0.913041,37
Q,0.0478,0.913041,60
R,0.0478,0.913041,32
H,0.0479,0.912609,72
M,0.0479,0.912609,39
Q,0.0479,0.912609,62
R,0.0479,0.912609,31
H,0.0480,0.912592,66
M,0.0480,0.912592,35
Q,0.0480,0.912592,64
R,0.0480,0.912592,33
H,0.0481,0.912481,79
M,0.0481,0.912481,45
Q,0.0481,0.912481,67
R,0.0481,0.912481,37
H,0.0482,0.912383,63
M,0.0482,0.912383,38
Q,0.0482,0.912383,69
R,0.0482,0.912383,43
H,0.0483,0.912246,70
M,0.0483,0.912246,42
Q,0.0483,0.912246,64
R,0.0483,0.912246,27
H,0.0484,0.912153,63
M,0.0484,0.912153,45
Q,0.0484,0.912153,65
R,0.0484,0.912153,33
H,0.0485,0.911790,84
M,0.0485,0.911790,48
Q,0.0485,0.911790,63
R,0.0485,0.911790,39
H,0.0486,0.911618,71
M,0.0486,0.911618,33
Q,0.0486,0.911618,64
R,0.0486,0.911618,36
H,0.0487,0.911269,92
M,0.0487,0.911269,51
Q,0.0487,0.911269,71
R,0.0487,0.911269,40
H,0.0488,0.911304,156
M,0.0488,0.911304,60
Q,0.0488,0.911304,72
R,0.0488,0.911304,29
H,0.0489,0.911097,130
M,0.0489,0.911097,52
